FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12;
14/06/2024;ES07;1-;899;460;321;204;171;232;848;1704;2072;1796;1767;2102;
14/06/2024;ES07;1=;2491;3037;3915;4039;2945;2928;2835;2502;2406;1995;1633;1251;
14/06/2024;ES07;2-;514;304;236;207;238;754;3326;4268;3578;2913;2415;2350;
14/06/2024;ES07;2=;2428;2759;3323;2612;2319;2508;2364;2613;2723;2276;1360;975;
14/06/2024;ES08;1-;728;623;585;515;367;417;477;697;774;779;797;788;
14/06/2024;ES08;1=;783;845;817;842;869;797;781;742;838;880;791;756;
14/06/2024;ES08;2-;757;655;580;487;444;452;548;763;923;825;763;724;
14/06/2024;ES08;2=;778;767;873;884;886;917;766;801;912;886;872;835;
14/06/2024;ES09;1-;684;616;510;449;384;343;500;672;730;803;887;832;
14/06/2024;ES09;1=;891;870;909;864;866;974;835;823;832;901;791;778;
14/06/2024;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES10;2-;204;118;98;82;91;171;397;553;583;549;502;539;
14/06/2024;ES10;2=;544;591;618;583;520;564;573;585;638;479;436;430;
14/06/2024;ES11;1-;975;687;297;132;103;157;749;4362;6232;5940;5185;4001;
14/06/2024;ES11;1=;3713;3912;4495;5320;4894;3991;4301;3996;3845;3845;2897;1867;
14/06/2024;ES11;2-;1527;1528;660;366;237;260;423;1506;3405;1903;3865;3376;
14/06/2024;ES11;2=;3778;4484;5351;5621;5427;4915;5064;4709;4506;4503;3672;2610;
14/06/2024;ES12;1-;869;612;517;465;658;1156;1807;1939;1712;1912;1791;1521;
14/06/2024;ES12;1=;1556;428;414;1679;1815;1794;1832;1782;1773;1623;1541;1597;
14/06/2024;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES13;1-;527;398;289;273;300;466;1013;1292;1338;1307;1386;1358;
14/06/2024;ES13;1=;1463;1559;1442;1292;1361;1354;1292;1359;1345;914;835;877;
14/06/2024;ES13;2-;700;477;352;252;249;492;1052;1431;1558;1464;1596;1582;
14/06/2024;ES13;2=;1853;1851;1615;1550;1512;1593;1465;1587;1450;1236;1036;1130;
14/06/2024;ES14;1-;81;44;24;27;21;51;186;389;362;372;355;409;
14/06/2024;ES14;1=;378;283;258;258;289;264;270;248;215;158;136;109;
14/06/2024;ES14;2-;59;47;19;13;15;36;88;181;195;262;297;295;
14/06/2024;ES14;2=;364;361;301;235;244;228;215;182;203;145;96;72;
14/06/2024;ES15;1-;119;79;41;48;59;258;895;1057;891;675;826;757;
14/06/2024;ES15;1=;897;1146;1093;838;825;717;619;545;469;331;273;284;
14/06/2024;ES15;2-;131;51;29;39;48;117;486;774;838;678;702;681;
14/06/2024;ES15;2=;801;999;719;550;600;602;558;639;476;280;213;298;
14/06/2024;ES16;1-;653;474;318;287;274;395;868;1194;1199;1285;1451;1519;
14/06/2024;ES16;1=;1451;1431;1509;1390;1490;1443;1507;1369;1259;994;936;994;
14/06/2024;ES16;2-;409;280;209;144;186;456;1305;1584;1550;1387;1328;1395;
14/06/2024;ES16;2=;1403;1301;1292;1305;1350;1304;1379;1430;1286;892;585;642;
14/06/2024;ES17;1-;1256;1224;514;714;841;1562;2858;3018;3364;3151;3564;3674;
14/06/2024;ES17;1=;3778;3730;3228;3111;3973;3658;3992;4093;3766;2858;2529;2415;
14/06/2024;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES18;1-;125;105;80;41;50;255;983;1137;938;758;715;749;
14/06/2024;ES18;1=;642;721;564;509;657;589;665;616;539;307;270;241;
14/06/2024;ES18;2-;265;169;125;66;62;95;247;494;576;725;890;906;
14/06/2024;ES18;2=;1068;1555;1523;1004;1077;1070;983;970;710;597;520;502;
14/06/2024;ES19;1-;278;237;160;136;178;305;559;900;970;889;974;998;
14/06/2024;ES19;1=;896;1110;1041;957;926;951;901;836;804;590;512;509;
14/06/2024;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES20;1-;4801;3635;2029;1222;980;980;1685;4805;8587;9232;9161;7787;
14/06/2024;ES20;1=;8718;9999;9999;9999;9999;9999;9999;9772;9999;9871;8644;6675;
14/06/2024;ES20;2-;4348;3018;1386;893;762;1185;3133;9999;9999;9938;9999;9901;
14/06/2024;ES20;2=;9932;9958;9999;9999;9999;9999;9999;9999;9828;9434;8278;5927;
14/06/2024;ES21;1-;168;91;63;52;84;172;645;1171;888;785;966;1001;
14/06/2024;ES21;1=;1141;1370;1145;984;966;834;895;777;622;420;369;400;
14/06/2024;ES21;2-;169;102;77;66;119;384;1046;1905;2063;1565;1445;1531;
14/06/2024;ES21;2=;1610;2085;1977;1432;1526;1349;1284;1361;1108;448;383;392;
14/06/2024;ES22;1-;485;289;202;158;140;209;515;1016;1306;1235;1027;1122;
14/06/2024;ES22;1=;1146;1203;1152;1151;1072;926;1032;1034;1109;862;686;570;
14/06/2024;ES22;2-;423;334;227;169;133;140;279;408;531;563;601;647;
14/06/2024;ES22;2=;712;718;762;875;721;732;702;651;696;608;491;474;
14/06/2024;ES23;1-;1199;901;647;522;407;520;1406;3047;3226;3026;2374;2357;
14/06/2024;ES23;1=;2279;2221;2297;2080;2021;2242;2012;2090;2041;2039;1496;1208;
14/06/2024;ES23;2-;1847;1308;1037;911;658;644;842;1166;1495;1898;2042;2341;
14/06/2024;ES23;2=;2465;2696;2804;2898;2722;2464;2222;2313;2249;2249;1978;1853;
14/06/2024;ES24;1-;368;240;190;122;82;105;139;228;486;626;616;713;
14/06/2024;ES24;1=;765;912;914;984;784;681;698;651;743;563;474;413;
14/06/2024;ES24;2-;273;210;157;116;88;106;171;604;778;744;760;689;
14/06/2024;ES24;2=;735;667;663;622;568;581;610;643;637;539;385;328;
14/06/2024;ES25;1-;150;140;139;135;82;83;103;159;166;172;168;170;
14/06/2024;ES25;1=;169;179;167;163;164;156;166;185;206;201;203;170;
14/06/2024;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES26;1-;221;207;202;138;101;94;117;173;244;268;318;326;
14/06/2024;ES26;1=;320;285;313;348;309;316;350;386;363;324;288;297;
14/06/2024;ES26;2-;281;224;227;162;127;104;135;229;287;341;400;406;
14/06/2024;ES26;2=;403;360;349;404;379;391;376;371;377;370;321;336;
14/06/2024;ES27;1-;714;537;382;303;287;416;1257;1061;1203;1231;1340;1398;
14/06/2024;ES27;1=;1320;1261;1071;1084;1030;1190;1253;1144;1172;1099;873;919;
14/06/2024;ES27;2-;679;486;383;324;462;547;801;1054;1209;1089;1220;1182;
14/06/2024;ES27;2=;1298;1329;1162;1319;1307;1170;1257;1061;1039;1023;1015;1042;
14/06/2024;ES28;1-;131;80;52;49;88;222;461;605;605;602;675;718;
14/06/2024;ES28;1=;930;1147;847;735;680;626;606;581;443;353;365;302;
14/06/2024;ES28;2-;185;138;92;102;192;493;1113;1463;1235;869;860;867;
14/06/2024;ES28;2=;855;1099;1003;892;900;830;806;850;670;510;479;356;
14/06/2024;ES29;1-;1234;744;437;452;395;570;1187;1956;2189;2093;2062;2170;
14/06/2024;ES29;1=;2185;2237;1878;2241;1837;1839;2099;2029;2095;2035;1902;1664;
14/06/2024;ES29;2-;1215;695;452;340;259;442;1027;1526;1878;1963;1844;2066;
14/06/2024;ES29;2=;2090;2014;2216;2282;1895;2166;1971;2135;2053;1986;1624;1339;
14/06/2024;ES30;1-;198;164;116;90;63;80;103;229;376;440;417;382;
14/06/2024;ES30;1=;433;563;491;537;478;531;466;426;408;385;259;246;
14/06/2024;ES30;2-;302;213;152;126;115;143;218;590;1023;943;831;798;
14/06/2024;ES30;2=;746;797;800;814;693;736;716;715;714;657;469;428;
14/06/2024;ES31;1-;90;60;41;40;29;41;65;131;209;264;227;259;
14/06/2024;ES31;1=;327;365;497;389;261;275;317;274;258;276;178;113;
14/06/2024;ES31;2-;70;47;39;30;21;50;84;219;512;583;294;317;
14/06/2024;ES31;2=;252;299;306;312;270;271;298;246;263;251;151;104;
14/06/2024;ES32;1-;257;168;139;114;80;124;210;526;739;710;659;671;
14/06/2024;ES32;1=;686;636;627;620;553;603;682;674;651;615;419;375;
14/06/2024;ES32;2-;298;191;159;106;70;377;508;259;517;507;753;618;
14/06/2024;ES32;2=;499;525;600;426;471;428;428;406;397;339;324;313;
14/06/2024;ES33;1-;392;198;86;57;79;149;587;1483;1729;1552;1159;1111;
14/06/2024;ES33;1=;1161;1319;1647;1377;1192;1282;1224;1184;1224;1016;640;473;
14/06/2024;ES33;2-;283;105;55;44;69;49;192;596;918;824;677;682;
14/06/2024;ES33;2=;657;885;1260;399;865;477;321;575;286;801;31;204;
14/06/2024;ES34;1-;206;217;143;123;129;124;173;324;427;462;546;459;
14/06/2024;ES34;1=;459;416;312;274;357;367;375;347;364;375;316;229;
14/06/2024;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES36;1-;557;373;275;225;366;716;1237;1884;1751;1606;1682;1756;
14/06/2024;ES36;1=;1967;2240;2059;1784;1817;1609;1656;1620;1489;1050;1036;1017;
14/06/2024;ES36;2-;353;197;160;119;216;613;1555;2369;2397;2061;1930;1861;
14/06/2024;ES36;2=;1950;2167;2155;1901;2087;1862;1917;1963;1710;1043;928;765;
14/06/2024;ES37;1-;318;177;126;112;129;373;1006;1664;1418;1282;1481;1594;
14/06/2024;ES37;1=;1873;2060;1933;1679;1659;1503;1495;1385;1016;740;714;732;
14/06/2024;ES37;2-;210;136;97;90;240;762;1833;2518;2390;1873;1796;1793;
14/06/2024;ES37;2=;1884;2297;1966;1647;1731;1575;1615;1698;1427;707;602;570;
14/06/2024;ES38;1-;123;53;32;17;17;28;124;353;859;734;500;628;
14/06/2024;ES38;1=;657;733;971;864;566;686;565;571;500;402;275;201;
14/06/2024;ES38;2-;94;34;18;13;11;43;213;610;811;635;422;466;
14/06/2024;ES38;2=;479;534;632;504;468;473;460;434;363;293;168;158;
14/06/2024;ES39;1-;795;626;251;130;95;135;275;1231;2755;3093;2345;1727;
14/06/2024;ES39;1=;1714;1843;2019;2748;2297;1862;1807;1802;1864;1882;1477;957;
14/06/2024;ES39;2-;741;606;220;126;104;98;196;662;1878;2529;1858;1603;
14/06/2024;ES39;2=;1626;1911;2397;2983;2659;2275;2323;2098;1955;1845;1480;947;
14/06/2024;ES40;1-;392;238;177;181;206;486;1355;1964;1818;1629;1693;1732;
14/06/2024;ES40;1=;1952;2320;1960;1645;1638;1546;1503;1590;1390;857;784;855;
14/06/2024;ES40;2-;363;278;160;176;245;623;1520;1757;1742;1550;1647;1694;
14/06/2024;ES40;2=;1934;2364;2275;1838;1996;1721;1619;1392;1189;865;795;852;
14/06/2024;ES41;1-;247;170;154;151;256;548;1023;1435;1131;1038;1171;1124;
14/06/2024;ES41;1=;1223;1362;1236;1029;1114;1050;1039;904;806;584;601;504;
14/06/2024;ES41;2-;226;138;108;111;190;340;680;1023;1122;1034;998;993;
14/06/2024;ES41;2=;1027;1387;1307;986;982;931;907;942;755;545;503;423;
14/06/2024;ES42;1-;180;109;90;82;107;209;399;756;589;552;616;696;
14/06/2024;ES42;1=;744;776;689;599;662;615;581;514;440;310;273;301;
14/06/2024;ES42;2-;201;103;74;56;66;217;492;905;885;790;704;736;
14/06/2024;ES42;2=;733;882;786;675;720;689;618;682;543;364;312;286;
14/06/2024;ES43;1-;29;42;27;13;19;40;166;350;419;294;194;210;
14/06/2024;ES43;1=;184;198;221;198;253;170;196;197;192;130;103;59;
14/06/2024;ES43;2-;223;125;81;60;56;54;96;257;386;363;406;429;
14/06/2024;ES43;2=;475;498;614;693;509;524;523;463;496;410;292;291;
14/06/2024;ES44;1-;757;544;339;300;418;618;916;1366;1691;1788;1902;2016;
14/06/2024;ES44;1=;2130;2110;1990;1854;1852;1722;1680;1735;1541;1135;901;895;
14/06/2024;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES45;1-;637;444;285;187;260;694;1670;2039;1755;1648;1780;1819;
14/06/2024;ES45;1=;1752;1713;1675;1609;1664;1624;1650;1603;1489;1199;1026;1033;
14/06/2024;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0;
14/06/2024;ES46;1-;120;87;71;107;198;511;704;798;788;688;773;807;
14/06/2024;ES46;1=;921;922;835;702;954;929;936;840;709;516;410;322;
14/06/2024;ES46;2-;146;94;69;78;149;368;623;845;807;683;765;809;
14/06/2024;ES46;2=;851;955;907;811;847;876;815;860;707;606;459;326;
14/06/2024;ES47;1-;212;148;120;81;118;292;562;649;704;704;760;835;
14/06/2024;ES47;1=;821;741;716;777;819;792;818;741;625;614;488;466;
14/06/2024;ES47;2-;234;180;153;123;172;358;586;763;806;825;823;804;
14/06/2024;ES47;2=;799;853;864;731;721;767;697;794;652;499;474;424;
14/06/2024;ES48;1-;103;83;59;72;207;1283;2233;2162;1480;1023;964;1058;
14/06/2024;ES48;1=;973;1124;1069;909;929;1041;1403;1118;743;590;434;451;
14/06/2024;ES48;2-;101;96;78;72;165;376;613;777;833;741;817;942;
14/06/2024;ES48;2=;1247;2089;1880;1281;1165;1138;1090;1046;770;598;470;556;
14/06/2024;ES49;1-;209;123;67;81;112;275;832;918;715;627;702;702;
14/06/2024;ES49;1=;743;699;687;637;689;640;662;701;621;466;481;426;
14/06/2024;ES49;2-;143;94;59;54;36;41;81;194;382;447;395;433;
14/06/2024;ES49;2=;448;482;661;715;467;527;501;450;518;470;329;189;
14/06/2024;ES50;1-;263;161;101;66;64;55;75;196;318;338;353;421;
14/06/2024;ES50;1=;422;473;511;496;449;422;429;392;387;342;282;235;
14/06/2024;ES50;2-;213;122;95;59;70;59;172;424;603;559;788;559;
14/06/2024;ES50;2=;603;626;549;492;458;462;431;397;499;406;238;204;
14/06/2024;ES51;1-;118;80;62;46;42;43;105;240;391;519;416;431;
14/06/2024;ES51;1=;465;451;565;571;495;426;405;409;386;360;242;164;
14/06/2024;ES51;2-;103;64;45;38;34;40;86;231;473;418;335;342;
14/06/2024;ES51;2=;340;368;389;340;368;396;399;375;351;278;175;156;
14/06/2024;ES52;1-;215;99;51;62;55;50;81;299;641;884;651;546;
14/06/2024;ES52;1=;622;609;637;598;609;701;617;684;582;528;323;287;
14/06/2024;ES52;2-;373;308;362;381;353;206;304;490;694;625;535;601;
14/06/2024;ES52;2=;760;775;1112;563;891;722;698;764;839;583;512;440;
14/06/2024;ES53;1-;92;86;48;45;23;33;64;144;203;231;197;263;
14/06/2024;ES53;1=;251;230;266;247;239;240;225;244;258;219;173;165;
14/06/2024;ES53;2-;212;152;126;99;78;127;330;414;403;439;391;359;
14/06/2024;ES53;2=;395;431;403;411;454;425;439;446;439;445;374;325;
14/06/2024;ES54;1-;102;49;52;30;27;45;129;266;250;293;260;266;
14/06/2024;ES54;1=;255;260;309;263;253;265;306;283;254;264;179;167;
14/06/2024;ES54;2-;139;95;61;53;44;54;106;188;327;341;274;315;
14/06/2024;ES54;2=;307;356;380;318;306;347;333;386;399;410;265;238;
14/06/2024;ES55;1-;86;46;22;20;23;26;94;186;250;275;259;241;
14/06/2024;ES55;1=;265;310;267;295;293;288;285;276;252;248;200;135;
14/06/2024;ES55;2-;48;25;22;12;16;34;117;173;202;207;185;199;
14/06/2024;ES55;2=;243;205;255;216;207;216;197;256;208;195;146;115;
14/06/2024;ES56;1-;54;32;25;30;47;117;340;526;421;329;359;412;
14/06/2024;ES56;1=;453;782;830;551;542;458;540;492;341;202;183;432;
14/06/2024;ES56;2-;30;26;18;13;40;213;574;674;389;250;228;271;
14/06/2024;ES56;2=;290;307;291;276;240;377;691;443;175;145;112;182;
14/06/2024;ES57;1-;66;22;27;29;53;175;491;825;666;509;549;545;
14/06/2024;ES57;1=;568;621;546;737;742;662;627;678;516;334;248;289;
14/06/2024;ES57;2-;53;21;18;12;46;134;516;946;713;496;495;497;
14/06/2024;ES57;2=;584;698;711;662;571;568;556;545;402;276;168;210;
14/06/2024;ES58;1-;30;38;26;29;52;115;303;551;353;310;307;368;
14/06/2024;ES58;1=;400;551;491;449;470;409;420;374;255;187;166;138;
14/06/2024;ES58;2-;31;13;8;28;35;71;164;305;311;215;219;268;
14/06/2024;ES58;2=;272;319;301;249;352;330;296;328;274;216;140;114;
14/06/2024;ES59;1-;48;31;25;25;45;109;172;200;212;181;222;249;
14/06/2024;ES59;1=;285;282;278;257;238;295;263;253;244;193;141;128;
14/06/2024;ES59;2-;120;15;11;23;51;130;182;202;212;168;288;195;
14/06/2024;ES59;2=;146;186;188;191;236;340;213;220;157;191;96;61;
14/06/2024;ES60;1-;61;38;40;34;51;166;529;777;613;501;479;513;
14/06/2024;ES60;1=;434;493;379;459;450;540;487;418;298;217;174;122;
14/06/2024;ES60;2-;61;41;24;23;32;116;241;493;448;421;447;538;
14/06/2024;ES60;2=;561;593;606;539;522;516;523;509;439;299;230;192;
15/06/2024;ES01;1-;786;635;452;399;384;381;279;527;724;839;865;996;
15/06/2024;ES01;1=;1355;1523;765;758;908;950;1197;1541;1415;1076;985;1051;
15/06/2024;ES01;2-;679;521;352;275;233;349;300;373;608;889;1089;1022;
15/06/2024;ES01;2=;1132;1031;788;961;997;1059;1057;1170;1030;824;854;828;
15/06/2024;ES02;1-;351;367;342;286;267;244;169;203;172;282;365;442;
15/06/2024;ES02;1=;264;463;461;445;430;439;553;525;621;646;496;434;
15/06/2024;ES02;2-;1075;991;823;623;471;437;510;471;618;801;898;1057;
15/06/2024;ES02;2=;1149;1164;1228;1089;1053;1199;1134;1119;1195;1248;1220;1209;
15/06/2024;ES03;1-;509;403;333;253;230;170;218;404;520;937;1169;1245;
15/06/2024;ES03;1=;1475;1374;1360;827;778;1050;1128;1055;1251;1262;767;605;
15/06/2024;ES03;2-;403;349;201;134;117;98;125;175;270;357;488;562;
15/06/2024;ES03;2=;839;994;878;651;530;604;691;637;720;853;646;477;
15/06/2024;ES04;1-;478;450;335;237;153;161;188;228;303;491;613;752;
15/06/2024;ES04;1=;841;902;916;624;545;773;836;759;934;993;707;533;
15/06/2024;ES04;2-;268;246;123;100;80;90;90;123;212;321;425;554;
15/06/2024;ES04;2=;670;646;613;310;324;420;452;323;453;448;280;242;
15/06/2024;ES05;1-;2081;1627;1387;1104;925;818;1006;899;1016;1338;1670;1782;
15/06/2024;ES05;1=;2222;2197;2346;1971;1845;2177;1988;1852;2180;2129;2035;2008;
15/06/2024;ES05;2-;770;601;407;324;279;318;522;605;814;1179;1350;1593;
15/06/2024;ES05;2=;1460;1553;1611;1015;962;1224;1365;1455;1586;1515;1190;1025;
15/06/2024;ES06;1-;230;120;53;61;63;85;154;246;363;419;492;559;
15/06/2024;ES06;1=;613;580;357;353;438;383;386;469;462;291;291;218;
15/06/2024;ES06;2-;165;101;87;60;62;77;114;241;316;404;452;500;
15/06/2024;ES06;2=;493;432;263;300;362;362;323;403;382;268;233;210;
15/06/2024;ES07;1-;1234;932;712;426;330;313;577;630;975;1459;1955;2388;
15/06/2024;ES07;1=;2380;2352;2195;1600;1500;1844;1735;1550;1740;1798;1658;1381;
15/06/2024;ES07;2-;910;670;463;313;321;495;883;1146;1449;1745;2004;2214;
15/06/2024;ES07;2=;2357;2499;2253;1401;1625;2273;2223;2231;2616;2186;1876;1285;
15/06/2024;ES08;1-;723;816;768;708;613;541;477;428;497;610;711;864;
15/06/2024;ES08;1=;527;783;825;808;862;774;830;797;831;840;841;770;
15/06/2024;ES08;2-;834;723;764;724;658;597;545;527;599;617;801;826;
15/06/2024;ES08;2=;503;864;874;907;881;874;884;943;843;860;910;863;
15/06/2024;ES09;1-;695;725;684;555;552;451;463;456;548;561;751;864;
15/06/2024;ES09;1=;910;867;786;904;853;776;797;793;895;730;847;746;
15/06/2024;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0;
15/06/2024;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0;
15/06/2024;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0;
15/06/2024;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0;
15/06/2024;ES10;2-;396;303;182;146;110;148;220;272;315;388;502;529;
15/06/2024;ES10;2=;547;554;528;427;447;475;484;428;496;484;438;489;
15/06/2024;ES11;1-;1438;1419;997;462;246;250;482;1103;1755;2523;3319;3797;
15/06/2024;ES11;1=;4088;4203;4354;3563;2118;2402;3238;2870;2759;3284;2571;1921;
15/06/2024;ES11;2-;1874;1774;1173;702;407;329;422;821;1104;1770;2372;3067;
15/06/2024;ES11;2=;3553;3800;4158;3954;2813;2759;3527;3378;3501;4019;3661;2966;
15/06/2024;ES12;1-;1406;1220;914;883;729;725;719;1044;1460;1626;1847;1950;
15/06/2024;ES12;1=;1898;1909;1520;1722;1881;1769;1814;1899;1926;1711;1583;1650;
15/06/2024;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0;
15/06/2024;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0;
15/06/2024;ES13;1-;830;737;576;441;442;361;321;503;675;787;876;1193;
15/06/2024;ES13;1=;1183;1154;752;751;874;922;1084;1336;1292;1007;881;959;
15/06/2024;ES13;2-;1070;998;712;595;453;447;325;556;654;901;1095;1328;
15/06/2024;ES13;2=;1244;1286;940;1000;1036;1078;1104;1359;1465;1262;1170;1165;
15/06/2024;ES14;1-;89;71;45;37;35;42;41;84;143;184;199;248;
15/06/2024;ES14;1=;274;226;168;159;154;144;157;196;184;188;152;135;
15/06/2024;ES14;2-;66;57;38;29;29;30;28;64;82;127;154;172;
15/06/2024;ES14;2=;210;181;124;105;132;114;137;172;195;132;96;94;
15/06/2024;ES15;1-;218;137;93;66;88;108;165;251;366;400;563;579;
15/06/2024;ES15;1=;550;435;275;344;431;362;419;470;430;286;275;223;
15/06/2024;ES15;2-;160;79;50;37;40;45;89;182;243;303;378;434;
15/06/2024;ES15;2=;577;443;245;279;360;341;314;422;407;232;266;237;
15/06/2024;ES16;1-;889;677;544;490;439;395;334;551;753;976;1134;1320;
15/06/2024;ES16;1=;1470;1262;904;898;1115;1085;1025;1284;1315;957;961;1047;
15/06/2024;ES16;2-;551;449;314;246;242;246;263;418;550;728;983;1187;
15/06/2024;ES16;2=;1156;1022;768;738;924;987;963;1242;1271;832;739;728;
15/06/2024;ES17;1-;1856;1644;1059;1299;895;795;705;1202;1766;2383;3283;3484;
15/06/2024;ES17;1=;3617;3690;2752;3414;3781;3563;3750;3934;3452;2575;2525;2320;
15/06/2024;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0;
15/06/2024;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0;
15/06/2024;ES18;1-;232;199;143;116;90;82;110;190;323;517;572;688;
15/06/2024;ES18;1=;710;562;398;379;523;564;609;644;538;324;283;333;
15/06/2024;ES18;2-;412;339;225;156;134;88;98;160;338;591;792;900;
15/06/2024;ES18;2=;858;729;552;576;770;929;915;895;839;624;557;594;
15/06/2024;ES19;1-;462;398;404;276;323;310;250;364;503;645;737;824;
15/06/2024;ES19;1=;787;684;517;549;608;620;664;722;739;597;533;601;
15/06/2024;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0;
15/06/2024;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0;
15/06/2024;ES20;1-;5320;5109;4014;2441;1607;1477;1506;2836;3363;4801;6079;6794;
15/06/2024;ES20;1=;8369;8866;9857;9247;7045;6393;7952;7528;6891;7925;7207;6553;
15/06/2024;ES20;2-;5038;4509;3040;1761;1292;1336;2094;3792;4934;6320;7552;8083;
15/06/2024;ES20;2=;9094;9629;9999;9229;6447;6788;8298;7764;7460;8165;7893;6487;
15/06/2024;ES21;1-;280;164;129;111;102;89;112;222;382;492;652;737;
15/06/2024;ES21;1=;831;707;425;446;554;480;511;693;612;453;432;350;
15/06/2024;ES21;2-;319;270;166;142;143;203;224;410;719;913;1075;1247;
15/06/2024;ES21;2=;1247;1012;552;581;835;823;841;1062;901;527;415;418;
15/06/2024;ES22;1-;608;560;425;278;252;232;292;334;444;543;759;873;
15/06/2024;ES22;1=;944;934;911;761;687;784;786;767;931;842;691;615;
15/06/2024;ES22;2-;516;398;353;263;225;195;235;223;270;384;503;554;
15/06/2024;ES22;2=;655;568;587;546;524;553;519;497;567;567;509;494;
15/06/2024;ES23;1-;1216;1051;1024;819;707;691;795;765;1007;1265;1523;1215;
15/06/2024;ES23;1=;603;1693;1917;345;33;67;1212;1636;1937;2016;1509;1211;
15/06/2024;ES23;2-;1934;1960;1557;933;837;642;727;622;577;840;1061;1610;
15/06/2024;ES23;2=;1380;1865;2003;1878;2158;2436;2183;1622;1821;1541;1395;1439;
15/06/2024;ES24;1-;422;422;311;259;157;136;146;141;189;270;464;491;
15/06/2024;ES24;1=;601;597;599;517;460;500;453;513;525;563;528;461;
15/06/2024;ES24;2-;318;296;293;210;182;152;157;178;224;337;487;543;
15/06/2024;ES24;2=;695;580;509;511;436;486;478;439;546;561;380;342;
15/06/2024;ES25;1-;151;152;175;157;162;100;87;105;102;104;122;156;
15/06/2024;ES25;1=;287;150;174;188;189;155;199;160;167;181;172;185;
15/06/2024;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0;
15/06/2024;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0;
15/06/2024;ES26;1-;279;286;278;221;178;181;130;137;150;163;220;282;
15/06/2024;ES26;1=;330;287;271;273;294;249;257;313;302;328;281;308;
15/06/2024;ES26;2-;325;279;277;228;189;162;140;186;183;214;319;337;
15/06/2024;ES26;2=;319;381;328;321;324;298;342;351;320;345;341;314;
15/06/2024;ES27;1-;2495;2792;2036;1355;1052;1056;1309;1069;1546;2126;2378;2884;
15/06/2024;ES27;1=;2475;2712;3184;2969;2830;2881;2990;2744;3059;3158;2625;2352;
15/06/2024;ES27;2-;904;755;637;556;545;538;565;752;777;871;922;584;
15/06/2024;ES27;2=;1089;985;872;948;1036;977;1050;1141;1063;1069;1025;1073;
15/06/2024;ES28;1-;173;120;88;71;66;120;179;254;319;407;465;485;
15/06/2024;ES28;1=;520;459;320;361;405;440;385;383;401;353;355;286;
15/06/2024;ES28;2-;304;207;127;134;159;218;266;401;522;585;608;683;
15/06/2024;ES28;2=;686;602;409;462;505;528;568;662;566;421;383;342;
15/06/2024;ES29;1-;1596;1067;847;648;558;583;809;982;1183;1408;1644;2033;
15/06/2024;ES29;1=;1749;1907;1911;1999;2081;1918;1714;1621;1713;1712;1569;1466;
15/06/2024;ES29;2-;1450;1080;792;560;460;468;796;815;1121;1360;1666;1679;
15/06/2024;ES29;2=;1636;1794;1991;1420;1264;1364;1397;1637;1883;1785;1487;1261;
15/06/2024;ES30;1-;230;221;185;128;112;101;112;136;154;229;281;368;
15/06/2024;ES30;1=;438;415;387;294;255;335;299;275;326;347;275;262;
15/06/2024;ES30;2-;387;324;287;219;203;160;159;197;273;446;588;627;
15/06/2024;ES30;2=;735;627;592;425;420;516;513;482;633;562;417;386;
