FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12;
03/06/2024;ES60;2=;513;592;552;459;593;556;582;477;347;238;171;107;
04/06/2024;ES01;1-;218;141;106;111;185;818;2057;2537;2449;1972;1876;1767;
04/06/2024;ES01;1=;2324;2271;1808;1911;1940;2195;2044;1897;1307;868;718;565;
04/06/2024;ES01;2-;214;174;127;97;144;346;755;1327;1627;1372;1375;1329;
04/06/2024;ES01;2=;1357;1320;1285;1297;1471;1464;1444;1155;888;634;594;465;
04/06/2024;ES02;1-;263;233;167;156;135;132;136;347;495;633;620;597;
04/06/2024;ES02;1=;596;498;466;456;426;417;470;544;466;372;364;294;
04/06/2024;ES02;2-;548;435;330;294;243;350;602;1288;1497;1495;1451;1268;
04/06/2024;ES02;2=;1305;1318;1288;1283;1266;1217;1239;1146;1091;1004;858;826;
04/06/2024;ES03;1-;256;145;144;101;101;149;487;2352;2456;2439;2257;1812;
04/06/2024;ES03;1=;1675;1598;1606;1616;1417;1658;1788;1649;1402;1058;700;494;
04/06/2024;ES03;2-;222;115;118;72;54;87;118;335;739;803;959;1252;
04/06/2024;ES03;2=;1445;1545;1640;1561;1128;1436;1462;1567;1244;928;573;388;
04/06/2024;ES04;1-;189;127;89;69;65;75;280;1071;1398;1399;1000;760;
04/06/2024;ES04;1=;839;850;1016;929;952;1029;1069;1042;998;795;470;344;
04/06/2024;ES04;2-;113;72;73;51;40;46;114;334;664;721;538;558;
04/06/2024;ES04;2=;655;728;933;886;815;809;980;958;784;527;345;212;
04/06/2024;ES05;1-;1280;793;519;427;339;388;799;1273;1747;1889;2005;2314;
04/06/2024;ES05;1=;2367;2786;3207;3115;2854;2955;3223;3149;2934;2291;1928;1629;
04/06/2024;ES05;2-;317;235;148;102;143;320;1130;2007;1997;1900;1796;1679;
04/06/2024;ES05;2=;1580;1550;1685;1603;1613;1636;1664;1657;1528;1220;857;633;
04/06/2024;ES06;1-;33;27;11;32;63;239;845;1135;946;753;724;747;
04/06/2024;ES06;1=;746;862;722;734;948;1048;872;628;496;289;211;110;
04/06/2024;ES06;2-;37;22;19;19;54;164;515;904;763;620;670;615;
04/06/2024;ES06;2=;694;792;769;716;876;1046;843;619;381;236;198;95;
04/06/2024;ES07;1-;478;218;137;103;117;198;768;1716;2102;1611;1624;1876;
04/06/2024;ES07;1=;2229;2552;3609;3579;2882;3255;3635;3110;2440;1909;1405;932;
04/06/2024;ES07;2-;323;193;129;110;176;727;3591;4839;3906;3489;2685;2287;
04/06/2024;ES07;2=;2238;2455;3048;2605;2433;2506;2604;2147;2166;1628;1127;717;
04/06/2024;ES08;1-;557;456;370;322;271;290;429;704;772;782;798;851;
04/06/2024;ES08;1=;730;829;851;821;846;828;852;833;803;778;682;659;
04/06/2024;ES08;2-;573;477;360;332;318;338;458;709;932;912;762;822;
04/06/2024;ES08;2=;661;813;894;852;933;921;892;924;893;839;856;705;
04/06/2024;ES09;1-;403;411;354;295;220;239;394;693;703;787;852;537;
04/06/2024;ES09;1=;547;826;884;943;860;914;872;828;807;792;710;599;
04/06/2024;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES10;2-;162;91;70;68;66;158;392;541;572;495;458;479;
04/06/2024;ES10;2=;512;517;548;543;517;551;544;561;503;429;371;243;
04/06/2024;ES11;1-;788;435;185;100;98;146;721;4679;6286;5277;3956;5151;
04/06/2024;ES11;1=;3589;3537;4025;4932;4206;3924;4230;4483;3762;3079;2392;1500;
04/06/2024;ES11;2-;1068;625;261;202;160;169;416;1712;3591;2383;1615;3319;
04/06/2024;ES11;2=;3526;3818;4597;5542;5327;5162;5199;5392;4961;4295;3327;2167;
04/06/2024;ES12;1-;333;278;223;264;473;1204;1607;1232;1307;1931;1848;1786;
04/06/2024;ES12;1=;1629;1176;1740;1546;550;478;1280;1797;1693;1390;1060;846;
04/06/2024;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES13;1-;205;169;129;126;180;433;1099;1497;1459;1356;1388;1343;
04/06/2024;ES13;1=;1382;1512;1262;1332;1430;1506;1543;1343;1042;795;627;522;
04/06/2024;ES13;2-;286;214;150;111;168;423;1146;1546;1725;1646;1629;1542;
04/06/2024;ES13;2=;1666;1800;1524;1616;1720;1803;1725;1586;1157;817;771;563;
04/06/2024;ES14;1-;36;15;13;12;20;65;182;522;526;403;359;429;
04/06/2024;ES14;1=;381;352;331;309;292;322;295;268;225;140;132;58;
04/06/2024;ES14;2-;20;10;7;10;14;23;95;187;243;291;300;330;
04/06/2024;ES14;2=;342;385;236;261;329;390;313;234;204;107;88;50;
04/06/2024;ES15;1-;44;23;15;21;49;229;883;1169;921;823;833;773;
04/06/2024;ES15;1=;795;1023;834;834;958;909;980;672;534;293;230;170;
04/06/2024;ES15;2-;39;28;14;19;31;124;602;939;1009;875;852;806;
04/06/2024;ES15;2=;749;868;729;667;801;835;644;614;448;209;165;176;
04/06/2024;ES16;1-;247;179;98;145;164;338;959;1468;1305;1266;1412;1571;
04/06/2024;ES16;1=;1510;1568;1587;1471;1592;1470;1533;1514;1113;834;754;600;
04/06/2024;ES16;2-;165;147;116;100;146;461;1524;1542;1565;1646;1528;1482;
04/06/2024;ES16;2=;1345;1336;1285;1415;1445;1464;1347;1167;829;552;440;311;
04/06/2024;ES17;1-;494;280;242;235;418;1542;3039;3278;3301;3211;3251;3437;
04/06/2024;ES17;1=;3641;3457;3775;3457;3658;2587;3376;3373;2928;2063;1769;1400;
04/06/2024;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES18;1-;42;43;26;32;49;272;1225;1300;1356;978;850;768;
04/06/2024;ES18;1=;708;575;538;607;609;641;586;445;367;227;170;164;
04/06/2024;ES18;2-;86;60;39;30;27;87;269;540;571;808;805;863;
04/06/2024;ES18;2=;1035;1169;974;855;1054;1411;1350;1040;729;493;349;269;
04/06/2024;ES19;1-;157;132;96;84;122;264;535;940;1004;924;974;1072;
04/06/2024;ES19;1=;944;940;945;902;924;1150;1138;828;660;447;377;272;
04/06/2024;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES20;1-;2991;1704;1018;747;647;738;1549;4723;8750;9328;7927;7103;
04/06/2024;ES20;1=;8144;8849;9873;9999;9999;9999;9999;9999;9999;9999;8313;6323;
04/06/2024;ES20;2-;3048;1680;822;594;585;982;2970;9999;8902;6252;7964;4878;
04/06/2024;ES20;2=;2262;9542;9999;9999;9999;9741;9999;9839;9465;8369;6916;4874;
04/06/2024;ES21;1-;78;35;28;38;56;164;798;1563;1129;853;905;942;
04/06/2024;ES21;1=;1055;1208;866;941;1024;1184;1147;917;646;394;306;228;
04/06/2024;ES21;2-;62;54;39;54;81;339;1157;2117;2077;1692;1653;1597;
04/06/2024;ES21;2=;1514;1600;1503;1507;1720;2110;1750;1146;745;419;290;174;
04/06/2024;ES22;1-;275;187;145;125;114;176;506;1179;1308;1174;958;1039;
04/06/2024;ES22;1=;1071;1065;991;954;979;986;1037;997;901;745;509;453;
04/06/2024;ES22;2-;332;202;157;147;119;117;246;461;566;594;594;639;
04/06/2024;ES22;2=;660;729;666;675;641;684;727;717;637;535;474;403;
04/06/2024;ES23;1-;676;484;360;294;270;383;1363;3328;3489;3249;2783;2402;
04/06/2024;ES23;1=;2094;1984;2113;1957;2100;2078;2247;1953;1849;1460;1104;893;
04/06/2024;ES23;2-;1244;832;580;492;393;390;701;1101;1490;1587;1797;2211;
04/06/2024;ES23;2=;1939;2520;2735;2745;2570;2633;2616;2630;2442;2056;1698;1526;
04/06/2024;ES24;1-;199;141;106;95;54;81;129;249;447;601;532;613;
04/06/2024;ES24;1=;758;821;874;798;685;710;842;741;737;350;405;311;
04/06/2024;ES24;2-;175;130;112;95;104;95;166;690;1052;982;992;677;
04/06/2024;ES24;2=;750;710;616;600;596;616;621;544;552;404;296;244;
04/06/2024;ES25;1-;105;88;104;87;63;61;83;158;137;180;202;208;
04/06/2024;ES25;1=;155;201;194;171;194;181;174;174;211;174;137;150;
04/06/2024;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES26;1-;170;133;104;90;72;85;78;210;214;414;341;357;
04/06/2024;ES26;1=;330;348;321;284;319;311;313;290;290;249;220;202;
04/06/2024;ES26;2-;198;158;121;89;76;73;109;234;275;331;407;420;
04/06/2024;ES26;2=;429;378;396;345;377;388;349;384;351;289;293;241;
04/06/2024;ES27;1-;400;255;167;149;175;387;1128;2075;1584;1565;1512;1383;
04/06/2024;ES27;1=;1431;1397;1337;1413;1369;1413;1479;1428;1134;923;810;722;
04/06/2024;ES27;2-;361;284;248;275;378;485;726;1024;1006;1123;1187;1071;
04/06/2024;ES27;2=;1207;1351;1243;1170;1308;1361;1215;1134;935;822;771;623;
04/06/2024;ES28;1-;60;37;31;52;80;213;504;674;606;685;729;683;
04/06/2024;ES28;1=;832;981;762;756;1033;1117;965;748;519;325;210;155;
04/06/2024;ES28;2-;106;80;85;65;159;547;1366;1694;1705;1113;834;784;
04/06/2024;ES28;2=;842;880;784;850;937;974;903;830;554;465;415;396;
04/06/2024;ES29;1-;802;451;277;254;235;428;1250;2043;2009;1645;1843;2197;
04/06/2024;ES29;1=;2064;2094;2060;1984;1981;2110;2060;1962;1884;1511;1333;1236;
04/06/2024;ES29;2-;998;634;377;827;279;352;1236;1754;2460;2196;2179;2296;
04/06/2024;ES29;2=;2244;2333;2455;2200;2078;2074;2130;2137;2059;1791;1367;1105;
04/06/2024;ES30;1-;164;118;149;77;68;70;98;208;466;516;608;461;
04/06/2024;ES30;1=;512;535;430;443;392;424;458;476;457;387;236;191;
04/06/2024;ES30;2-;171;136;108;95;95;113;191;713;1324;1263;1102;801;
04/06/2024;ES30;2=;839;816;707;722;745;763;751;741;719;596;411;305;
04/06/2024;ES31;1-;50;37;33;28;36;32;67;147;278;272;220;267;
04/06/2024;ES31;1=;260;305;455;337;226;117;285;322;319;238;154;97;
04/06/2024;ES31;2-;32;30;41;57;17;37;80;208;600;625;337;298;
04/06/2024;ES31;2=;274;259;283;264;241;289;274;335;228;177;115;82;
04/06/2024;ES32;1-;177;144;107;80;92;122;200;617;754;734;724;642;
04/06/2024;ES32;1=;651;651;589;576;598;577;632;596;563;417;353;245;
04/06/2024;ES32;2-;44;44;22;25;36;15;45;39;49;69;93;96;
04/06/2024;ES32;2=;87;112;109;133;78;76;88;74;81;43;64;52;
04/06/2024;ES33;1-;175;78;48;62;69;129;545;1839;2012;1974;1644;1213;
04/06/2024;ES33;1=;1222;1254;1600;1231;1219;1407;1647;1506;1221;929;556;309;
04/06/2024;ES33;2-;117;55;45;30;22;61;201;628;1055;933;726;658;
04/06/2024;ES33;2=;730;784;1093;1021;981;1074;1190;1171;904;634;382;253;
04/06/2024;ES34;1-;140;129;97;72;100;92;142;343;562;579;554;455;
04/06/2024;ES34;1=;476;419;324;345;372;386;327;324;328;270;210;188;
04/06/2024;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES36;1-;194;138;127;89;196;601;1654;2162;2105;1713;1714;1745;
04/06/2024;ES36;1=;2078;2197;1917;1852;2043;2155;2031;1881;1383;938;924;615;
04/06/2024;ES36;2-;157;86;75;58;164;614;1657;2546;2533;2156;2099;1879;
04/06/2024;ES36;2=;1866;2052;2154;1934;2122;2253;2250;1725;1135;793;603;370;
04/06/2024;ES37;1-;102;68;80;83;141;384;1099;2031;1700;1268;1450;1543;
04/06/2024;ES37;1=;1741;1923;1711;1645;1876;2060;1783;1489;1004;639;576;373;
04/06/2024;ES37;2-;87;75;35;59;224;780;1676;2694;2513;2106;1923;1801;
04/06/2024;ES37;2=;1963;2056;1667;1771;1901;2099;1901;1483;1018;628;485;290;
04/06/2024;ES38;1-;62;15;19;4;7;35;131;331;778;639;480;604;
04/06/2024;ES38;1=;755;852;789;646;542;775;879;773;533;366;262;209;
04/06/2024;ES38;2-;50;18;8;12;17;45;219;757;951;696;512;374;
04/06/2024;ES38;2=;403;478;524;435;455;479;498;495;387;251;127;103;
04/06/2024;ES39;1-;519;253;116;64;49;88;287;1346;3204;3012;3090;2591;
04/06/2024;ES39;1=;1732;1800;1980;2303;2071;1844;2203;2143;1907;1662;1243;801;
04/06/2024;ES39;2-;489;275;118;61;38;52;167;631;2118;2562;1863;1557;
04/06/2024;ES39;2=;1446;1480;1778;2380;2367;2267;2638;2684;2390;1870;1363;885;
04/06/2024;ES40;1-;166;135;79;124;159;507;1666;2310;1840;1725;1688;1703;
04/06/2024;ES40;1=;1687;2078;1814;1739;1931;1977;1752;1598;1104;685;589;446;
04/06/2024;ES40;2-;159;114;73;86;188;616;1637;2078;1857;1608;1688;1710;
04/06/2024;ES40;2=;1796;2121;1876;1835;2095;2256;2303;1746;1421;924;707;485;
04/06/2024;ES41;1-;184;128;115;116;216;528;1160;1583;1269;977;1038;1113;
04/06/2024;ES41;1=;1078;1121;893;999;1006;1152;1119;917;793;561;401;280;
04/06/2024;ES41;2-;133;127;89;80;162;297;692;1023;1218;1068;1041;1016;
04/06/2024;ES41;2=;952;1065;1056;956;1192;1333;1215;908;632;516;425;244;
04/06/2024;ES42;1-;42;41;37;34;67;150;489;833;707;559;648;636;
04/06/2024;ES42;1=;689;671;602;598;700;782;693;592;397;265;235;149;
04/06/2024;ES42;2-;72;46;32;26;50;199;539;951;1032;866;714;728;
04/06/2024;ES42;2=;729;810;719;746;803;777;823;599;496;316;202;143;
04/06/2024;ES43;1-;35;18;10;4;15;33;169;383;586;433;272;215;
04/06/2024;ES43;1=;212;201;236;191;232;193;213;217;159;121;85;44;
04/06/2024;ES43;2-;114;66;60;29;26;36;104;251;345;399;389;439;
04/06/2024;ES43;2=;412;457;526;531;490;515;561;527;420;321;272;227;
04/06/2024;ES44;1-;281;243;189;161;241;574;926;1610;1804;1911;1903;1999;
04/06/2024;ES44;1=;1881;2056;1928;1950;2039;2038;2032;1681;1230;810;736;616;
04/06/2024;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES45;1-;312;188;143;90;209;734;2093;2463;2184;2021;1717;1829;
04/06/2024;ES45;1=;1166;1741;1654;1806;1751;1738;1720;1620;1165;945;809;584;
04/06/2024;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0;
04/06/2024;ES46;1-;94;59;73;99;191;490;790;827;852;717;729;656;
04/06/2024;ES46;1=;880;757;773;649;935;935;862;789;605;477;280;172;
04/06/2024;ES46;2-;95;59;50;90;156;343;653;884;836;775;721;790;
04/06/2024;ES46;2=;774;841;819;812;869;930;891;770;626;522;305;229;
04/06/2024;ES47;1-;140;92;85;72;87;276;565;733;642;766;793;774;
04/06/2024;ES47;1=;813;785;715;786;731;768;794;704;598;486;395;278;
04/06/2024;ES47;2-;141;97;106;82;144;368;659;771;721;790;825;782;
04/06/2024;ES47;2=;790;801;759;787;806;826;726;697;510;440;333;273;
04/06/2024;ES48;1-;70;45;40;60;180;1380;2785;2743;2130;1395;1122;1008;
04/06/2024;ES48;1=;990;1121;1003;989;1030;1006;977;811;727;448;306;186;
04/06/2024;ES48;2-;89;55;58;66;160;396;591;774;829;749;897;999;
04/06/2024;ES48;2=;1125;1633;1628;1327;1790;1896;1336;999;652;456;300;161;
04/06/2024;ES49;1-;67;37;25;37;53;331;1186;1226;1201;810;672;692;
04/06/2024;ES49;1=;727;691;626;584;593;647;677;574;450;387;355;145;
04/06/2024;ES49;2-;83;50;34;19;31;41;88;156;364;472;491;509;
04/06/2024;ES49;2=;473;466;514;587;451;611;680;741;439;381;234;136;
04/06/2024;ES50;1-;142;87;53;34;28;46;59;210;356;380;439;396;
04/06/2024;ES50;1=;481;483;429;383;393;379;449;527;450;369;230;208;
04/06/2024;ES50;2-;89;58;47;34;51;52;79;301;771;634;494;557;
04/06/2024;ES50;2=;495;520;496;462;474;459;504;512;408;299;212;172;
04/06/2024;ES51;1-;76;46;37;36;41;38;104;236;409;524;462;389;
04/06/2024;ES51;1=;447;396;450;448;414;511;600;601;396;312;189;140;
04/06/2024;ES51;2-;52;43;43;29;40;34;76;255;547;472;396;394;
04/06/2024;ES51;2=;370;370;353;289;301;341;369;379;401;241;136;113;
04/06/2024;ES52;1-;87;51;39;49;39;34;89;282;748;959;729;574;
04/06/2024;ES52;1=;586;611;686;680;671;790;1044;861;591;525;319;211;
04/06/2024;ES52;2-;195;60;323;277;155;187;198;390;871;672;368;547;
04/06/2024;ES52;2=;630;504;416;503;549;467;597;591;441;896;442;315;
04/06/2024;ES53;1-;89;64;56;36;31;32;70;122;227;194;220;213;
04/06/2024;ES53;1=;230;233;223;224;203;194;255;243;242;179;138;115;
04/06/2024;ES53;2-;171;128;111;75;99;141;339;460;457;449;445;501;
04/06/2024;ES53;2=;415;474;416;437;445;421;465;470;474;401;299;253;
04/06/2024;ES54;1-;70;47;35;32;24;51;143;241;284;301;255;234;
04/06/2024;ES54;1=;246;245;253;251;264;248;278;268;271;198;155;102;
04/06/2024;ES54;2-;131;86;41;32;34;49;96;178;307;282;265;282;
04/06/2024;ES54;2=;297;337;358;323;330;319;381;387;362;249;250;202;
04/06/2024;ES55;1-;51;30;15;9;27;40;104;181;251;263;262;249;
04/06/2024;ES55;1=;286;282;286;210;256;313;362;302;291;211;156;91;
04/06/2024;ES55;2-;47;19;9;8;18;36;101;163;221;198;187;197;
04/06/2024;ES55;2=;214;269;221;222;194;254;234;250;211;197;125;66;
04/06/2024;ES56;1-;33;18;14;23;39;115;349;529;461;321;349;373;
04/06/2024;ES56;1=;396;603;674;578;713;839;649;387;286;219;125;91;
04/06/2024;ES56;2-;20;11;16;14;30;230;717;980;671;261;250;243;
04/06/2024;ES56;2=;266;286;281;246;266;264;280;216;165;106;73;52;
04/06/2024;ES57;1-;30;20;13;19;76;199;560;937;735;427;483;520;
04/06/2024;ES57;1=;502;648;648;708;714;705;641;573;437;272;183;121;
04/06/2024;ES57;2-;32;14;11;14;46;201;541;954;811;517;490;535;
04/06/2024;ES57;2=;493;635;579;670;704;732;700;503;355;186;123;76;
04/06/2024;ES58;1-;27;16;14;15;47;135;363;648;364;297;336;336;
04/06/2024;ES58;1=;324;393;420;449;497;539;477;375;267;157;113;79;
04/06/2024;ES58;2-;22;11;6;18;37;66;187;351;429;239;267;246;
04/06/2024;ES58;2=;268;279;233;230;373;315;346;295;219;125;91;45;
04/06/2024;ES59;1-;34;19;15;22;37;98;153;195;257;219;267;275;
04/06/2024;ES59;1=;267;231;272;223;286;306;297;268;200;188;117;66;
04/06/2024;ES59;2-;15;11;12;20;52;149;186;197;239;187;174;191;
04/06/2024;ES59;2=;173;136;169;184;214;224;190;329;135;86;162;40;
04/06/2024;ES60;1-;24;18;15;24;38;193;601;868;772;524;495;425;
04/06/2024;ES60;1=;434;406;361;425;513;475;439;349;235;136;98;60;
04/06/2024;ES60;2-;40;30;26;19;38;99;275;638;528;466;480;453;
04/06/2024;ES60;2=;513;598;551;515;581;603;555;538;390;240;145;90;
05/06/2024;ES01;1-;293;179;125;86;223;821;2071;2543;2307;1927;1971;2039;
05/06/2024;ES01;1=;2150;2334;1776;1886;2004;2266;2126;1979;1417;1053;1057;666;
05/06/2024;ES01;2-;267;163;137;87;140;316;769;1380;1512;1300;1363;1450;
05/06/2024;ES01;2=;1394;1394;1320;1424;1387;1558;1530;1264;894;661;704;625;
05/06/2024;ES02;1-;263;264;196;180;127;134;152;331;467;630;631;610;
05/06/2024;ES02;1=;610;519;439;438;441;469;446;510;517;401;355;344;
05/06/2024;ES02;2-;602;468;327;298;239;294;579;1289;1582;1405;1329;1334;
05/06/2024;ES02;2=;1350;1331;1383;1324;1208;1225;1243;1192;1154;1110;984;932;
05/06/2024;ES03;1-;287;183;129;124;115;144;480;2339;2437;2403;2154;1793;
05/06/2024;ES03;1=;1794;1591;1621;1682;1471;1762;1850;1682;1275;1202;754;518;
05/06/2024;ES03;2-;260;127;103;84;73;78;128;308;752;821;989;1279;
05/06/2024;ES03;2=;1440;1463;1573;1593;1144;1344;1467;1487;1281;1044;743;406;
05/06/2024;ES04;1-;241;129;111;73;69;75;314;1136;1346;1216;1000;869;
05/06/2024;ES04;1=;962;923;989;985;997;1127;1090;1101;1060;775;573;399;
05/06/2024;ES04;2-;172;80;60;47;53;53;111;342;686;678;581;625;
05/06/2024;ES04;2=;722;842;966;968;877;910;1019;974;874;566;435;253;
05/06/2024;ES05;1-;1438;884;542;421;290;351;780;1271;1825;2003;2083;2435;
05/06/2024;ES05;1=;2511;2940;3263;3309;2980;3046;3104;3160;2988;2363;2082;1872;
05/06/2024;ES05;2-;421;314;169;149;138;318;1103;1978;2063;1864;1778;1837;
05/06/2024;ES05;2=;1819;1778;2090;1812;1649;1713;1683;1663;1565;1263;938;710;
05/06/2024;ES06;1-;43;21;18;26;70;240;843;1140;1041;716;782;722;
05/06/2024;ES06;1=;754;882;821;779;975;1055;865;653;486;311;211;136;
05/06/2024;ES06;2-;49;34;13;27;49;144;507;911;760;632;659;670;
05/06/2024;ES06;2=;662;738;813;736;956;1093;861;587;367;249;224;138;
05/06/2024;ES07;1-;706;278;177;135;122;198;791;1721;2046;1722;1674;1991;
05/06/2024;ES07;1=;2130;2676;3600;3579;3099;3312;3625;3270;2461;1983;1544;1025;
05/06/2024;ES07;2-;362;177;133;105;189;691;3649;4769;4069;3574;2700;2357;
05/06/2024;ES07;2=;2345;2680;3180;2589;2334;2561;2690;2307;2152;1750;1161;718;
05/06/2024;ES08;1-;588;520;442;392;325;348;394;658;759;791;826;850;
05/06/2024;ES08;1=;856;822;860;887;824;905;830;858;824;813;739;610;
05/06/2024;ES08;2-;643;504;399;385;293;330;451;748;894;858;854;889;
05/06/2024;ES08;2=;784;835;879;850;909;915;872;898;872;898;799;755;
05/06/2024;ES09;1-;522;470;357;325;255;239;396;672;714;755;845;854;
05/06/2024;ES09;1=;933;918;850;829;844;847;814;917;899;815;732;581;
05/06/2024;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0;
05/06/2024;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0;
05/06/2024;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0;
05/06/2024;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0;
05/06/2024;ES10;2-;150;108;92;63;83;176;418;550;559;581;487;495;
05/06/2024;ES10;2=;491;563;596;508;499;573;554;534;557;454;385;280;
05/06/2024;ES11;1-;968;585;207;91;72;144;727;4568;6349;6030;5700;4889;
05/06/2024;ES11;1=;3823;3616;4088;5000;4508;4027;4247;4581;3827;3313;2475;1602;
05/06/2024;ES11;2-;1281;971;398;210;124;187;430;1626;3652;4637;4424;3465;
05/06/2024;ES11;2=;3794;3934;4744;5686;5518;5227;5479;5431;4930;4334;3329;2397;
05/06/2024;ES12;1-;457;266;238;243;437;1167;1709;1474;1755;1822;1842;1739;
05/06/2024;ES12;1=;1305;799;624;696;1034;730;824;1437;1766;1513;1176;869;
05/06/2024;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0;
05/06/2024;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0;
05/06/2024;ES13;1-;270;180;121;124;170;394;1087;1433;1430;1396;1381;1410;
05/06/2024;ES13;1=;1454;1503;1337;1149;1388;1508;1527;1415;1104;855;795;697;
05/06/2024;ES13;2-;352;238;157;103;159;430;1124;1543;1638;1534;1647;1679;
05/06/2024;ES13;2=;1750;1875;1679;1673;1757;1845;1865;1807;1307;991;916;761;
05/06/2024;ES14;1-;27;34;16;20;25;59;185;502;488;378;398;376;
05/06/2024;ES14;1=;382;323;285;308;334;371;304;268;223;145;124;97;
05/06/2024;ES14;2-;29;15;19;12;13;26;96;160;196;272;295;346;
05/06/2024;ES14;2=;347;352;257;250;308;427;297;237;203;117;91;52;
05/06/2024;ES15;1-;69;21;30;25;37;237;1005;1232;1024;829;874;853;
05/06/2024;ES15;1=;867;1072;964;816;959;921;961;688;532;313;227;146;
05/06/2024;ES15;2-;40;22;26;22;26;122;586;923;957;984;782;738;
05/06/2024;ES15;2=;694;985;805;724;834;817;683;628;395;244;178;114;
05/06/2024;ES16;1-;304;230;128;118;135;301;991;1374;1261;1248;1477;1507;
05/06/2024;ES16;1=;1524;1520;1555;1454;1494;1522;1600;1645;1233;951;936;735;
05/06/2024;ES16;2-;215;147;97;99;133;476;1462;1491;1517;1605;1519;1456;
05/06/2024;ES16;2=;1401;1366;1295;1355;1400;1529;1475;1319;900;670;560;422;
05/06/2024;ES17;1-;834;697;300;366;501;1616;3163;3362;3511;3331;3644;3514;
05/06/2024;ES17;1=;3598;3530;3650;3441;3724;4027;3440;2925;2754;2152;2213;1286;
05/06/2024;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0;
05/06/2024;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0;
05/06/2024;ES18;1-;62;39;34;22;38;294;1207;1310;1296;878;763;789;
05/06/2024;ES18;1=;653;606;506;610;627;677;594;472;380;236;190;150;
05/06/2024;ES18;2-;119;70;39;34;32;87;255;519;533;807;868;937;
05/06/2024;ES18;2=;1001;1212;959;856;1089;1308;1482;1135;809;451;416;340;
05/06/2024;ES19;1-;206;141;116;83;122;258;562;954;979;950;955;988;
05/06/2024;ES19;1=;968;948;1020;910;978;1201;1110;876;615;483;420;378;
05/06/2024;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0;
05/06/2024;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0;
05/06/2024;ES20;1-;4308;2988;1494;829;735;799;1592;4814;8874;9437;8869;8289;
05/06/2024;ES20;1=;8473;9539;9999;9999;9999;9999;9999;9999;9999;9999;7982;6285;
05/06/2024;ES20;2-;3605;2259;1149;742;638;1026;3118;9999;8680;6651;7800;9877;
05/06/2024;ES20;2=;9837;9472;9999;9999;9999;9945;9999;9999;9430;8450;7270;5081;
05/06/2024;ES21;1-;99;45;41;34;55;146;808;1639;1147;806;917;991;
05/06/2024;ES21;1=;1072;1165;906;982;1035;1163;1120;938;721;423;374;235;
05/06/2024;ES21;2-;101;49;46;31;84;316;1133;2066;1876;1845;1581;1539;
05/06/2024;ES21;2=;1514;1611;1664;1686;1979;2216;2025;1239;766;431;328;267;
05/06/2024;ES22;1-;346;183;141;130;121;174;499;1206;1474;1245;1098;1105;
05/06/2024;ES22;1=;1082;1114;1064;1004;948;1051;1025;1053;964;818;607;536;
05/06/2024;ES22;2-;327;218;139;136;103;101;245;446;540;530;592;616;
05/06/2024;ES22;2=;703;659;729;687;652;668;745;794;706;626;504;462;
05/06/2024;ES23;1-;768;505;335;261;244;388;1313;3280;3779;3453;2818;2560;
05/06/2024;ES23;1=;2257;2300;2279;2105;2197;2216;2209;2152;1989;1580;1215;1002;
05/06/2024;ES23;2-;1424;984;638;524;354;417;663;1128;1579;1762;1822;2261;
05/06/2024;ES23;2=;2404;2613;2753;2784;2676;2541;2489;2451;2508;2176;1921;1677;
