codigo;nombre_cruce;tramo;sentido;desde;hasta;latitud;longitud
2023_370; Av. DOCTOR GARCIA TAPIA;Costa Blanca-Rabat;Costa Blanca;24/05/2023;30/05/2023;40.407.090;-3.628.230
2023_371; Av. DOCTOR GARCIA TAPIA;Arroyo Media Legua-Correg Diego Valderrabano;Arroyo Media Legua;21/09/2023;27/09/2023;40.413.070;-3.656.420
2023_372; Av. DOCTOR GARCIA TAPIA;Arroyo Media Legua-Correg Diego Valderrabano;Correg Diego Valderrabano;21/09/2023;27/09/2023;40.413.000;-3.656.210
2023_375; C. DOCTOR RAMON CASTROVIEJO;San Martin de Porres-Glorieta Isaac Rabin;Glorieta Isaac Rabin;14/02/2023;20/02/2023;40.472.550;-3.728.880
2023_376;C. DOCTOR TOLOSA LATOUR;Ciudad Sanitaria 12 Octubre - Avenida De Los Poblados;Avenida De Los Poblados;02/02/2023;08/02/2023;40.371.896;-3.703.288
2023_377;C. DOCTOR TOLOSA LATOUR;Ciudad Sanitaria 12 Octubre - Avenida De Los Poblados;Ciudad Sanitaria 12 Octubre;02/02/2023;08/02/2023;40.371.890;-3.703.090
2023_378; C. DOMINGO PARRAGA;Villastar-Alberto Palacios;Villastar;18/01/2023;25/01/2023;40.341.969;-3.712.096
2023_379;C. DOMINGO PARRAGA;Villastar - Alberto Palacios;Villastar;18/01/2023;24/01/2023;40.341.940;-3.712.080
2023_380;C. DOMINGO PARRAGA;Princesa Juada De Austria - Piñuecar;Piñuecar;18/01/2023;24/01/2023;40.341.071;-3.719.023
2023_381;C. DOMINGO PARRAGA;Princesa Juada De Austria - Piñuecar;Princesa Juada De Austria;18/01/2023;24/01/2023;40.341.157;-3.719.051
2023_382; Av. DONOSTIARRA;Virgen de la Roca-Jose Banus (Pz.);Virgen de la Roca;14/06/2023;20/06/2023;40.434.970;-3.657.360
2023_383; Av. DONOSTIARRA;Virgen de la Roca-Jose Banus (Pz.);Jose Banus (Pz.);14/06/2023;20/06/2023;40.434.970;-3.657.360
2023_388;CTRA. EL PARDO A FUENCARRAL;Avenida Del Palacio - M-40;M-40;24/01/2023;30/01/2023;40.517.317;-3.770.267
2023_389;CTRA. EL PARDO A FUENCARRAL;Avenida Del Palacio - M-40;Avenida Del Palacio;24/01/2023;30/01/2023;40.517.317;-3.770.267
2023_390;LATERAL C. EMBAJADORES;Avenida Del Planetario - M-30;M-30;09/02/2023;15/02/2023;40.384.761;-3.688.066
2023_393;TUNEL C. EMBAJADORES;Manuel Aleixandre - Rodio;Manuel Aleixandre;09/02/2023;15/02/2023;40.390.640;-3.692.560
2023_394;Lateral C. EMBAJADORES;Manuel Aleixandre-Rodio;Manuel Aleixandre;08/02/2023;14/02/2023;40.390.760;-3.692.520
2023_395;LATERAL C. EMBAJADORES;Manuel Aleixandre - Rodio;Rodio;09/02/2023;15/02/2023;40.390.880;-3.692.610
2023_396;C. EMBAJADORES;M30 - Puerto Serrano;Puerto Serrano;09/02/2023;15/02/2023;40.384.996;-3.688.292
2023_397;C. EMBAJADORES;M30 - Puerto Serrano;M30;09/02/2023;15/02/2023;40.384.929;-3.688.405
2023_401; C. EMILIO MUNOZ;Santa Leonor-Alfonso Gomez;Santa Leonor;16/06/2023;22/06/2023;40.433.130;-3.626.260
2023_402; C. EMILIO MUNOZ;Santa Leonor-Alfonso Gomez;Alfonso Gomez;16/06/2023;22/06/2023;40.432.920;-3.626.420
2023_404;C. ENCOMIENDA DE PALACIOS, LA;Fuente Carrantona, La - Valdebernardo;Fuente Carrantona, La;21/04/2023;27/04/2023;40.397.470;-3.635.430
2023_405;C. ENCOMIENDA DE PALACIOS, LA;Fuente Carrantona, La - Valdebernardo;Valdebernardo;21/04/2023;27/04/2023;40.397.391;-3.635.480
2023_406; Av. ENSANCHE DE VALLECAS;Real de Arganda-Avenida de La Gavia;Avenida de La Gavia;24/02/2023;02/03/2023;40.376.170;-3.614.860
2023_407; Av. ENSANCHE DE VALLECAS;Real de Arganda-Avenida de La Gavia;Real de Arganda;24/02/2023;02/03/2023;40.376.210;-3.614.800
2023_408; Av. ENTREVIAS;Vedra-Villacarrillo;Villacarrillo;16/02/2023;23/02/2023;40.377.340;-3.662.380
2023_409;AV. ENTREVIAS;Vedra - Villacarrillo;Vedra;17/02/2023;23/02/2023;40.377.401;-3.662.318
2023_422; Pte. ESTRELLA;Estrella Polar-Camino de Los Vinateros;Estrella Polar;02/06/2023;08/06/2023;40.410.900;-3.662.930
2023_423; Pte. ESTRELLA;Estrella Polar-Camino de Los Vinateros;Los Vinateros;02/06/2023;08/06/2023;40.410.840;-3.662.970
2023_429; C. FELIPE ALVAREZ;Manuel Pavia-Francisco Fatou;Francisco Fatou;09/03/2023;15/03/2023;40.382.230;-3.622.890
2023_430; C. FELIPE ALVAREZ;Manuel Pavia-Francisco Fatou;Manuel Pavia;09/03/2023;15/03/2023;40.382.230;-3.622.890
2023_431; C. FELIX RODRIGUEZ DE LA FUENTE;O Donnell-Jose Luis de Arrese;O Donnell;06/06/2023;12/06/2023;40.420.992;-3.656.347
2023_432;#¿NOMBRE?;O Donnell-Jose Luis de Arrese;Jose Luis de Arrese;06/06/2023;12/06/2023;40.421.070;-3.656.380
2023_433;C. FERMIN CABALLERO;Isla De Arosa - Avenida De Betanzos;Isla De Arosa;28/01/2023;03/02/2023;40.481.383;-3.715.050
2023_434;C. FERMIN CABALLERO;Isla De Arosa - Avenida De Betanzos;Avenida De Betanzos;31/01/2023;06/02/2023;40.481.383;-3.715.050
2023_438;PSO. FERROVIARIOS, LOS;Puerto Lápice - Sulfato;Puerto Lápice;27/01/2023;02/02/2023;40.347.690;-3.715.520
2023_439;PSO. FERROVIARIOS, LOS;Puerto Lápice - Sulfato;Sulfato;27/01/2023;02/02/2023;40.347.690;-3.715.520
2023_441;#¿NOMBRE?;Villa de Marín-Melchor Fernández Almagro;Melchor Fernández Almagro;17/02/2023;23/02/2023;40.476.117;-3.700.730
2023_442;#¿NOMBRE?;Villa de Marín-Melchor Fernández Almagro;Villa de Marín;17/02/2023;23/02/2023;40.476.117;-3.700.730
2023_445; C. FRANCISCO GERVAS;Orense-Infanta Mercedes;Orense;01/02/2023;07/02/2023;40.461.117;-3.695.233
2023_446; C. FRANCISCO GERVAS;Orense-Infanta Mercedes;Infanta Mercedes;01/03/2023;07/03/2023;40.461.117;-3.695.233
2023_447; Av. FRANCISCO LARGO CABALLERO;Avenida Daroca-Nicolas Salmeron;Avenida Daroca;06/06/2023;12/06/2023;40.423.060;-3.638.510
2023_448; Av. FRANCISCO LARGO CABALLERO;Avenida Daroca-Nicolas Salmeron;Nicolas Salmeron;06/06/2023;12/06/2023;40.423.130;-3.638.490
2023_459; C. FUENTE CARRANTONA;Avenida del Doctor Garcia Tapia-Eje O'Donnell;Avenida del Doctor Garcia Tapia;23/07/2023;29/07/2023;40.412.540;-3.628.720
2023_460; C. FUENTE CARRANTONA;Avenida del Doctor Garcia Tapia-Eje O'Donnell;Eje O'Donnell;23/05/2023;29/05/2023;40.412.540;-3.628.720
2023_461; C. Fuente Carrantona;Encomienda de Palacios-Hacienda de Pavones;Hacienda de Pavones;23/05/2023;29/05/2023;40.400.120;-3.636.850
2023_462; C. FUENTE CARRANTONA;Avenida del Doctor Garcia Tapia-Eje O'Donnell;Avenida del Doctor Garcia Tapia;23/05/2023;29/05/2023;40.412.540;-3.628.720
2023_463;Puente C. FUENTE CARRANTONA;Avenida Pablo Neruda-Arroyo Fontarron;Avenida Pablo Neruda;20/04/2023;26/04/2023;40.395.150;-3.640.000
2023_464;Puente C. FUENTE CARRANTONA;Avenida Pablo Neruda-Arroyo Fontarron;Arroyo Fontarron;20/04/2023;26/04/2023;40.395.150;-3.640.000
2023_465; C. FUENTE CARRANTONA;Eje O'Donnell-Avenida de Daroca;Avenida de Daroca;23/05/2023;29/05/2023;40.415.280;-3.627.080
2023_466; C. FUENTE CARRANTONA;Eje O'Donnell-Avenida de Daroca;Eje O'Donnell;23/05/2023;29/05/2023;40.415.150;-3.627.350
2023_469; Av. GAVIA;Puentedey-Ensanche de Vallecas;Puentedey;28/02/2023;06/03/2023;40.369.550;-3.614.850
2023_470; Av. GAVIA;Puentedey-Ensanche de Vallecas;Ensanche de Vallecas;28/02/2023;06/03/2023;40.369.430;-3.614.650
2023_476;C. GENERAL LOPEZ POZAS;Francisco Suarez-Joaquin Bau;Francisco Suarez;01/03/2023;07/03/2023;40.464.440;-3.685.440
2023_477;C. GENERAL LOPEZ POZAS;Francisco Suarez-Felix Bois;Felix Bois;01/02/2023;07/02/2023;40.464.440;-3.685.440
2023_486;C. GINZO DE LIMIA;Fermin Caballero - Avenida Cardenal Herrera Oria;Avenida Cardenal Herrera Oria;28/01/2023;03/02/2023;40.484.684;-3.707.810
2023_487; C. GINZO DE LIMIA;Sangenjo-Fermin Caballero;Fermin Caballero;26/01/2023;01/02/2023;40.483.460;-3.706.360
2023_489;C. GOBELAS;Zugazarte - Vascongadas (Av);Zugazarte;03/02/2023;09/02/2023;40.472.348;-3.821.964
2023_490;C. GOLONDRINA;Andromeda - La Veleta;Andromeda;08/02/2023;14/02/2023;40.455.783;-3.783.350
2023_491;C. GOLONDRINA;Andromeda - La Veleta;La Veleta;08/02/2023;14/02/2023;40.455.883;-3.783.433
2023_492;C. GOLONDRINA;Río Arlanzon - Rosas De Aravaca;Rosas De Aravaca;08/02/2023;14/02/2023;40.449.300;-3.785.133
2023_493;C. GOLONDRINA;Río Arlanzon - Rosas De Aravaca;Río Arlanzon;08/02/2023;14/02/2023;40.449.233;-3.785.017
2023_504;C. GRAN VIA DE VILLAVERDE;San Eustaquio - Avenida Laboral;Avenida Laboral;20/01/2023;26/01/2023;40.342.330;-3.699.850
2023_505;C. GRAN VIA DE VILLAVERDE;San Eustaquio - Avenida Laboral;San Eustaquio;20/01/2023;26/01/2023;40.342.330;-3.699.850
2023_506; C. GRAN VIA DE VILLAVERDE;AV. ANDALUCIA-C LEONOR GONGORA;AV. ANDALUCIA;18/09/2023;24/09/2023;40.346.150;-3.691.630
2023_507; C. GRAN VIA DE VILLAVERDE;AV. ANDALUCIA-C LEONOR GONGORA;C LEONOR GONGORA;18/09/2023;24/09/2023;40.346.150;-3.691.630
2023_508; Av. AVENIDA GRAN VIA DEL ESTE;Titanio-Los Asteroides;Titanio;03/03/2023;09/03/2023;40.400.831;-3.598.299
2023_509; Av. AVENIDA GRAN VIA DEL ESTE;Titanio-Los Asteroides;Los Asteroides;03/03/2023;09/03/2023;40.400.831;-3.598.299
2023_512; Av. GRAN VIA SURESTE;Arte Pop-Avenida Cerro Milano;Avenida Cerro Milano;22/02/2023;28/02/2023;40.364.220;-3.587.780
2023_513; Av. GRAN VIA SURESTE;Arte Pop-Avenida Cerro Milano;Arte Pop;22/02/2023;28/02/2023;40.364.220;-3.587.780
2023_520; Av. GUADALAJARA;Avenida Canillejas a Vicalvaro-Paseo Ginebra;Avenida Canillejas a Vicalvaro;18/05/2023;24/05/2023;40.423.610;-3.608.530
2023_521; Av. GUADALAJARA;Avenida Canillejas a Vicalvaro-Paseo Ginebra;Paseo Ginebra;18/05/2023;24/05/2023;40.423.720;-3.608.380
2023_524;AV. GUARDIA, LA;Colegio Monte Del Pardo - Esquina Calle Brunete;Esquina Calle Brunete;24/01/2023;30/01/2023;40.517.310;-3.774.200
2023_536; C. HACIENDA DE PAVONES, LA;Valdebernardo-Luis de Hoyos Sainz;Valdebernardo;19/05/2023;25/05/2023;40.399.630;-3.631.040
2023_537; C. HACIENDA DE PAVONES, LA;Valdebernardo-Luis de Hoyos Sainz;Luis de Hoyos Sainz;19/05/2023;25/05/2023;40.399.520;-3.631.000
2023_539;#¿NOMBRE?;Casas de Miravete-Torre de Don Miguel;Casas de Miravete;17/02/2023;24/02/2023;40.374.500;-3.644.030
2023_540; C. CAMINO DE HORMIGUERAS;Casas de Miravete-Gonzalez Davila;Gonzalez Davila;17/02/2023;24/02/2023;40.375.230;-3.641.150
2023_543;CTRA. HUMERA;Altozano - Riaza;Riaza;08/02/2023;14/02/2023;40.456.910;-3.779.915
2023_544;CTRA. HUMERA;Altozano - Riaza;Altozano;05/02/2023;11/02/2023;40.456.883;-3.779.783
2023_549;  Bulevar Indalecio Prieto;C MOCETES-C DE LOS PINILLAS;C DE LOS PINILLAS;21/04/2023;27/04/2023;40.398.580;-3.621.950
2023_550;  Bulevar Indalecio Prieto;C MOCETES-C DE LOS PINILLAS;Mocetes;21/04/2023;27/04/2023;40.398.580;-3.621.950
2023_551; C. INFANTA MERCEDES;Alonso Castrillo-Pensamiento;Pensamiento;03/03/2023;09/03/2023;40.458.690;-3.697.170
2023_552; C. INFANTA MERCEDES;Alonso Castrillo-Pensamiento;Huesca;03/03/2023;09/03/2023;40.458.690;-3.697.170
2023_555; C. HERMANOS GARCIA NOBLEJAS;Emilio Munoz-Miguel Fleta;Emilio Munoz;15/06/2023;21/06/2023;40.430.610;-3.632.880
2023_556; C. HERMANOS GARCIA NOBLEJAS;Emilio Munoz-Miguel Fleta;Miguel Fleta;15/06/2023;21/06/2023;40.430.610;-3.632.880
2023_563; C. ISLA DE AROSA;Fermin Caballero-Avenida del Cardenal Herrera Oria;Fermin Caballero;27/01/2023;02/02/2023;40.481.760;-3.717.020
2023_564; C. ISLA DE AROSA;Fermin Caballero-Avenida del Cardenal Herrera Oria;Avenida del Cardenal Herrera Oria;27/01/2023;02/02/2023;40.481.760;-3.717.020
2023_565; C. ISLA DE OZA;Isidro Dompablo-Isla de Nelson;Isidro Dompablo;24/02/2023;02/03/2023;40.464.460;-3.723.370
2023_566; C. ISLA DE OZA;Isidro Dompablo-Isla de Nelson;Isla de Nelson;24/02/2023;02/03/2023;40.464.460;-3.723.370
2023_567;Calle la Isla de Tabarca, Madrid;JOAQUIN JORGE ALARCON-OTERO Y DELAGE;OTERO Y DELAGE;10/02/2023;16/02/2023;40.476.671;-3.722.713
2023_568; C. ISLA DE TABARCA;Joaquin Jorge Alarcon-Otero y Delage;Joaquin Jorge Alarcon;10/02/2023;16/02/2023;40.476.860;-3.721.760
2023_569;C. JAIME EL CONQUISTADOR;Eugenio Selles - Divino Valles;Eugenio Selles;10/02/2023;16/02/2023;40.396.200;-3.698.230
2023_570;C. JAIME EL CONQUISTADOR;Eugenio Selles - Divino Valles;Divino Valles;10/02/2023;16/02/2023;40.396.195;-3.698.187
2023_575; C. JESUS DEL PINO;San Jaime-Avenida de La Democracia;Avenida de La Democracia;09/03/2023;15/03/2023;40.382.840;-3.625.000
2023_576; C. JESUS DEL PINO;San Jaime-Avenida de La Democracia;San Jaime;09/03/2023;15/03/2023;40.382.700;-3.624.870
2023_577; C. JOAQUIN LORENZO;Glorieta Isaac Rabin-Islas Bikini;Glorieta Isaac Rabin;09/02/2023;15/02/2023;40.473.250;-3.727.880
2023_582; C. JOSE DEL HIERRO;Angel Larra-Florencio Garcia;Florencio Garcia;22/06/2023;28/06/2023;40.440.590;-3.642.750
2023_583; C. JOSE DEL HIERRO;Angel Larra-Florencio Garcia;Angel Larra;22/06/2023;28/06/2023;40.440.650;-3.642.780
2023_589; C. JOSEFA VALCARCEL;Arturo Soria-General Aranaz;General Aranaz;01/09/2023;07/09/2023;40.448.410;-3.647.980
2023_590; C. JOSEFA VALCARCEL;Arturo Soria-General Aranaz;Arturo Soria;01/09/2023;07/09/2023;40.448.610;-3.647.910
2023_597; C. JUAN IGNACIO LUCA DE TENA;Miami-Dona Juana I de Castilla;Miami;05/09/2023;11/09/2023;40.447.600;-3.633.050
2023_598; C. JUAN IGNACIO LUCA DE TENA;Miami-Dona Juana I de Castilla;Dona Juana I de Castilla;05/09/2023;11/09/2023;40.447.600;-3.633.050
2023_599; C. JULIAN CAMARILLO;Santa Leonor-Alfonso Gomez;Santa Leonor;20/06/2023;26/06/2023;40.434.980;-3.627.430
2023_600; C. JULIAN CAMARILLO;Santa Leonor-Alfonso Gomez;Alfonso Gomez;20/06/2023;26/06/2023;40.435.070;-3.627.540
2023_601; C. JULIAN CAMARILLO;Albadalejo-Jose Cubero Yiyo;Cronos;21/06/2023;27/06/2023;40.438.680;-3.616.720
2023_602; C. JULIAN CAMARILLO;Albadalejo-Jose Cubero Yiyo;Avenida Canillejas a Vicalvaro;21/06/2023;27/06/2023;40.438.770;-3.616.860
2023_606;C. LA MASO;Nuria - Marbella;Nuria;21/01/2023;27/01/2023;40.494.951;-3.708.240
2023_607;C. LA MASO;Nuria - Marbella;Marbella;21/01/2023;27/01/2023;40.494.891;-3.708.025
2023_608;C. LAGARTERA;Ruidera - Plaza De Las Regiones;Ruidera;16/02/2023;22/02/2023;40.381.542;-3.672.597
2023_609;C. LAGARTERA;Ruidera - Plaza De Las Regiones;Plaza De Las Regiones;16/02/2023;22/02/2023;40.381.500;-3.672.633
2023_616; Av. LOGRONO M-110;Glorieta Ermita Virgen de la Soledad-Avenida General;Avenida General;08/09/2023;14/09/2023;40.468.750;-3.581.540
2023_617; Av. LOGRONO M-110;Glorieta Ermita Virgen de la Soledad-Avenida General;Glorieta Ermita Virgen de la Soledad;08/09/2023;14/09/2023;40.468.750;-3.581.740
2023_632;Av. LUIS ARAGONES(Arcentales);Mequinenza-Plaza Grecia;Plaza Grecia;09/06/2023;15/06/2023;40.438.100;-3.603.450
2023_633;Av. LUIS ARAGONES(Arcentales);Mequinenza-Plaza Grecia;Mequinenza;09/06/2023;15/06/2023;40.438.100;-3.603.450
2023_634; C. LUIS DE HOYOS SAINZ;Valdebernardo-Cairo;Cairo;19/05/2023;25/05/2023;40.403.830;-3.628.550
2023_635; C. LUIS DE HOYOS SAINZ;Valdebernardo-Cairo;Valdebernardo;19/05/2023;25/05/2023;40.403.910;-3.628.600
2023_636; C. LUIS DE HOYOS SAINZ;Templo-Tunez;Templo;19/05/2023;25/05/2023;40.400.720;-3.629.020
2023_637; C. LUIS DE HOYOS SAINZ;Templo-Tunez;Tunez;19/05/2023;25/05/2023;40.400.720;-3.629.020
2023_638;M-203;ENTRE REAL DE ARGANDA Y A-3;REAL DE ARGANDA;15/09/2023;21/09/2023;40.376.344;-3.601.830
2023_639;M-203;ENTRE REAL DE ARGANDA Y A-3;A3;15/09/2023;21/09/2023;40.376.031;-3.602.994
2023_641;ACC. M-40;Torcuato Fernandez-Miranda (Plz) - M-40;M-40;25/01/2023;31/01/2023;40.496.377;-3.719.695
2023_642;ACC. M-40;Torcuato Fernandez-Miranda (Plz) - M-40;Torcuato Fernandez-Miranda (Plz);25/01/2023;31/01/2023;40.496.312;-3.719.924
2023_649;C. MAESTRO ARBOS;M-30 Manzanares - Plaza De Legazpi;Plaza De Legazpi;08/02/2023;14/02/2023;40.388.900;-3.695.267
2023_652;AVDA MANUEL FRAGA IRIBARNE;ENTRE MARIA REICHE Y ESTANISLAO PEREZ PITA;ESTANISLAO PEREZ PITA;13/09/2023;19/09/2023;40.488.087;-3.608.228
2023_653;AVDA MANUEL FRAGA IRIBARNE;ENTRE MARIA REICHE Y ESTANISLAO PEREZ PITA;MARIA REICHE;13/09/2023;19/09/2023;40.488.508;-3.608.592
2023_654;C. MANUEL NOYA;Juan Espanol - San Nicomedes;San Nicomedes;04/02/2023;10/02/2023;40.386.673;-3.712.452
2023_655;C. MANUEL NOYA;Juan Espanol - San Nicomedes;Juan Espanol;04/02/2023;10/02/2023;40.386.660;-3.712.590
2023_667;#¿NOMBRE?;Costa Brava-La Masó;La Masó;19/01/2023;25/01/2023;40.496.280;-3.708.280
2023_668;C. MARBELLA;Costa Brava - La Maso;Costa Brava;20/01/2023;26/01/2023;40.496.280;-3.708.280
2023_681; C. MARQUESADO DE SANTA MARTA;Ricardo Velazquez Bosco (Gt¦.)-Fernando Mijares;Fernando Mijares;05/09/2023;11/09/2023;40.447.750;-3.623.130
2023_682; C. MARQUESADO DE SANTA MARTA;Ricardo Velazquez Bosco (Gt¦.)-Fernando Mijares;Ricardo Velazquez Bosco (Gt¦.);05/09/2023;11/09/2023;40.447.710;-3.623.290
2023_683;#¿NOMBRE?;Avenida de Séneca-Obispo Trejo;Obispo Trejo;08/02/2023;14/02/2023;40.435.967;-3.731.470
2023_684;#¿NOMBRE?;Avenida de Séneca-Obispo Trejo;Avenida de Séneca;08/02/2023;14/02/2023;40.435.883;-3.731.483
2023_685;C. MARTINEZ DE LA RIVA;Carlos Martin Alvarez - Puerto De La Bonaigua;Puerto De La Bonaigua;15/04/2023;21/04/2023;40.387.760;-3.664.350
2023_686; C. MARTINEZ DE LA RIVA;Carlos Martin Alvarez-Puerto de la Bonaigua;Carlos Martin Alvarez;14/04/2023;20/04/2023;40.387.760;-3.664.350
2023_689;MATAPOZUELOS;ENTRE SOMOSIERRA Y RIO ESGUEVA;RIO ESGUEVA;15/09/2023;21/09/2023;40.462.095;-3.650.789
2023_690; C. MAURICIO LEGENDRE;Doctor Huertas-Jose Vasconcelos;Jose Vasconcelos;22/02/2023;28/02/2023;40.471.060;-3.686.260
2023_691; C. MAURICIO LEGENDRE;Doctor Huertas-Jose Vasconcelos;Doctor Huertas;22/02/2023;28/02/2023;40.471.250;-3.686.120
2023_692; Av. MAYORAZGO;Avenida de la Gavia-Alto de la Sartenilla;Alto de la Sartenilla;21/02/2023;27/02/2023;40.363.240;-3.618.420
2023_693; Av. MAYORAZGO;Avenida de la Gavia-Alto de la Sartenilla;Avenida de la Gavia;21/02/2023;27/02/2023;40.363.240;-3.618.420
2023_710; C. MINERVA;Titanio-Omega;Titanio;03/03/2023;09/03/2023;40.401.350;-3.601.110
2023_711; C. MINERVA;Titanio-Omega;Omega;03/03/2023;09/03/2023;40.401.380;-3.601.120
2023_713;Avenida Monforte de Lemos;CANDIDO MATEOS-CAMINO DE GANAPANES;CAMINO DE GANAPANES;10/02/2023;16/02/2023;40.476.573;-3.717.138
2023_714;Avenida Monforte de Lemos;CANDIDO MATEOS-CAMINO DE GANAPANES;CANDIDO MATEOS;10/02/2023;16/02/2023;40.476.718;-3.717.206
2023_717;AV. MONASTERIO DE SILOS;Costa Brava - Monasterio El Paular;Costa Brava;24/01/2023;30/01/2023;40.500.100;-3.715.540
2023_718;Avenida del Monasterio de Silos;MONASTERIO DE CAAVEIRO-MONASTERIO DE SAMOS;MONASTERIO DE SAMOS;19/01/2023;25/01/2023;40.504.989;-3.696.203
2023_719;AV. MONASTERIO DE SILOS;Costa Brava - Monasterio El Paular;Monasterio El Paular;24/01/2023;30/01/2023;40.499.993;-3.715.432
2023_720;Avenida del Monasterio del Escorial;MONASTERIO DE MONTESCLAROS-PONASTERIO DE EL PAULAR;MONASTERIO DE MONTESCLAROS;19/01/2023;25/01/2023;40.504.228;-3.701.716
2023_724;Lateral Av. MONFORTE DE LEMOS;Las Magnolias-Melchor Fernandez Almagro;Las Magnolias;17/02/2023;23/02/2023;40.476.840;-3.690.540
2023_725;Lateral Av. MONFORTE DE LEMOS;Las Magnolias-Melchor Fernandez Almagro;Pedro Rico;17/02/2023;23/02/2023;40.476.950;-3.690.340
2023_726; Av. MONTE IGUELDO;Antonia Calas-Maria Bosch;Maria Bosch;18/09/2023;24/09/2023;40.396.880;-3.667.930
2023_727;AV. MONTECARMELO;Avenida Del Monasterio De El Escorial - Avenida Monasterio De Silos;Avenida Monasterio De Silos;20/01/2023;26/01/2023;40.503.900;-3.698.700
2023_728;AV. MONTECARMELO;Avenida Del Monasterio De El Escorial - Avenida Monasterio De Silos;Avenida Del Monasterio De El Escorial;20/01/2023;26/01/2023;40.504.070;-3.698.180
2023_729; C. MONTES DE LA BARBANZA, LOS;La Suerte-Real de Arganda;La Suerte;28/02/2023;06/03/2023;40.377.320;-3.619.480
2023_730; C. MONTES DE LA BARBANZA, LOS;La Suerte-Real de Arganda;Real de Arganda;28/02/2023;06/03/2023;40.377.320;-3.619.480
2023_731; Av. MORATALAZ;Plaza Corregidor Alonso de Tobar-Plaza Corr. Licenciado Antonio de Mena;Plaza Corr. Licenciado Antonio de Mena;25/05/2023;31/05/2023;40.408.740;-3.643.400
2023_732; Av. MORATALAZ;Plaza Corregidor Alonso de Tobar-Plaza Corr. Licenciado Antonio de Mena;Plaza Corregidor Alonso de Tobar;25/05/2023;31/05/2023;40.408.900;-3.643.330
2023_733; Av. MORATALAZ;Avenida de Moratalaz-Plaza Corregidor Alonso de Tobar;Plaza Corregidor Alonso de Tobar;25/05/2023;31/05/2023;40.407.420;-3.646.830
2023_734; Av. MORATALAZ;Avenida de Moratalaz-Plaza Corregidor Alonso de Tobar;Avenida de Moratalaz;25/07/2023;31/07/2023;40.407.420;-3.646.830
2023_735; Av. MORATALAZ;Corregidor Diego Valderrabano-Plaza Corregidor Alonso de Aguilar;Corregidor Diego Valderrabano;31/05/2023;06/06/2023;40.407.810;-3.661.300
2023_736; Av. MORATALAZ;Corregidor Diego Valderrabano-Plaza Corregidor Alonso de Aguilar;Plaza Corregidor Alonso de Aguilar;31/05/2023;06/06/2023;40.407.770;-3.661.410
2023_745; Av. NIZA;Manchester-Belgica;Manchester;07/06/2023;13/06/2023;40.429.020;-3.606.830
2023_746; Av. NIZA;Manchester-Belgica;Belgica;08/06/2023;14/06/2023;40.428.910;-3.606.940
2023_758;C. NUESTRA SENORA DE VALVERDE;Avenida Del Cardenal Herrera Oria - Isla De Java;Isla De Java;18/01/2023;24/01/2023;40.491.547;-3.686.341
2023_759;C. NUESTRA SENORA DE VALVERDE;Avenida Del Cardenal Herrera Oria - Isla De Java;Avenida Del Cardenal Herrera Oria;18/01/2023;24/01/2023;40.491.530;-3.686.410
2023_760;C. NURIA;Costa Brava - La Maso;Costa Brava;21/01/2023;27/01/2023;40.496.117;-3.713.233
2023_761;C. NURIA;Costa Brava - La Maso;La Maso;21/01/2023;27/01/2023;40.496.117;-3.713.233
2023_770; C. ORENSE;Huesca-Sor Angela de la Cruz;Huesca;03/03/2023;09/03/2023;40.458.140;-3.694.370
2023_773; Av. OROVILLA;Silvina-Del Circulo;Silvina;18/09/2023;24/09/2023;40.364.540;-3.691.490
2023_774;Av. OROVILLA;Silvina-Del Circulo;Del Circulo;18/09/2023;24/09/2023;40.364.540;-3.691.490
2023_778;AV. PABLO NERUDA;Asamblea De Madrid  (Pza) - El Padrino;El Padrino;13/04/2023;19/04/2023;40.381.250;-3.661.120
2023_779;AV. PABLO NERUDA;Asamblea De Madrid  (Pza) - El Padrino;Asamblea De Madrid  (Pza);13/04/2023;19/04/2023;40.381.530;-3.661.340
2023_780; Av. PABLO NERUDA;Palomeras (Av)-Lago Calafate;Lago Calafate;11/04/2023;17/04/2023;40.384.750;-3.647.300
2023_781; Av. PABLO NERUDA;Palomeras (Av)-Lago Calafate;Palomeras (Av);11/04/2023;17/04/2023;40.384.150;-3.647.430
2023_788;AV. PALACIO, EL;Avenida De La Guardia - Carretera Del Pardo A Fuencarral;Carretera Del Pardo A Fuencarral;24/01/2023;30/01/2023;40.516.133;-3.772.367
2023_792; C. PAYASO FOFO;Sierra Bermeja-Javier de Miguel;Sierra Bermeja;14/04/2023;20/04/2023;40.388.430;-3.660.090
2023_793; C. PAYASO FOFO;Sierra Bermeja-Javier de Miguel;Javier de Miguel;14/04/2023;20/04/2023;40.388.560;-3.660.120
2023_796; C. PEDRO BOSCH;Puente Pedro Bosch-Mendez Alvaro;Puente Pedro Bosch;10/02/2023;16/02/2023;40.399.570;-3.676.260
2023_797; C. PEDRO BOSCH;Puente Pedro Bosch-Mendez Alvaro;Mendez Alvaro;10/02/2023;16/02/2023;40.399.700;-3.676.350
2023_802; C. PEDRO RICO;Monforte de Lemos-Arzobispo Morcillo;Arzobispo Morcillo;16/02/2023;22/02/2023;40.479.480;-3.689.930
2023_803;Lateral C. PEDRO RICO;Monforte de Lemos-Arzobispo Morcillo;Arzobispo Morcillo;16/02/2023;22/02/2023;40.479.130;-3.690.160
